x,y,expresion
-0.24469473020752058,0.7143981159736977,0.9171078909160034
0.6433238167978876,0.548795047417328,0.9574966914280132
-0.3111101884420597,-0.011957744091246678,0.20781790583946988
0.5541106116571275,0.687004673275953,0.911805265293136
0.890412597351636,-0.4076851856687412,0.9167158727715972
0.2716874268066064,-0.19635364091568544,0.15625730187666073
0.06941546629232367,0.22507774278944373,0.8847996487973878
-0.387438059934954,0.1862316628948101,0.11291448390067184
-0.3452448444304891,-0.44709841959127894,0.8979275359961453
0.3214923790429755,0.15998858586493878,0.09709833411844201
-0.3182711607374187,0.040058713449770536,0.06659973237344019
-0.710204662536224,0.6043838437706556,0.9044518383161019
0.14224661295069177,0.2534019905362992,0.8410253901531968
0.4042837508537351,0.8337889920220324,0.8584395550660899
0.18333118760188039,-0.6059205102949167,0.9237390008541547
-0.524677040687378,-0.6172772181931119,0.11269457395773007
0.4601659175121245,0.6823969979709136,0.836190868342937
-0.5997633256135333,0.05820270147798827,0.9099279722906857
-0.0626957272513415,-0.2831658103942381,0.8688120123603419
-0.7443344176222508,-0.011348532443003628,0.8841701073688948
-0.9963919715199615,-0.04039453583637727,0.8784195909152532
-0.6644864455498054,0.5628665274904692,0.8573109846495961
0.3405680083284134,-0.0860571610856091,0.18097204848367374
-0.09853019321617523,-0.05935122359577062,0.857481148159019
-0.6893223057265249,-0.2014459657529382,0.8927169013801207
0.92886207420138,-0.0202049586603124,0.14463943923945527
-0.04446017019486957,-0.0884152975925774,0.9013601037391384
0.6751529005876894,0.5276522871779347,0.8883013317730568
0.5572730134389478,0.6665317180358599,0.9220056754221343
0.5434513309333574,0.06429285543286728,0.13716804876028482
0.12176829153504541,0.3081776905728107,0.9501233444895263
-0.060528761212529876,0.7967825942349553,0.08969890604353646
0.5332350112643807,0.1152637568524532,0.10734922880451184
0.6552717848803208,-0.10419601529706522,0.8629873588109684
0.2989384331132062,-0.1720341864981641,0.12027636730527365
-0.6296884377843864,0.3442500979474092,0.1681694572978591
0.119453721947068,-0.8025337608963439,0.8340024227397296
