x,y,expresion
0.594628504017752,-0.63409398299755,0.1204637494217872
0.5031830545211192,0.49842943971351406,0.12555367439076273
-0.6211695085290131,0.021406221772476846,0.8632111723763987
0.2972689247851196,-0.41897887545801105,0.12826614278145326
-0.419602927302091,0.6303785965523679,0.850250619606165
0.38757567635455986,0.842374122950108,0.9442705100977327
-0.11275344329817007,0.23443782491551085,0.04820894528951139
-0.6761816393929223,-0.055247019335822906,0.8943779813499733
0.4258029119863419,0.1212731767910902,0.06638949168773577
0.4703551521983469,-0.22701001038303598,0.10847461447662267
0.10450121411086885,-0.008074994907809751,0.1542811925987303
-0.07813900799447353,-0.9751759186274084,0.8701138629714297
-0.5048810135602044,0.27551428331809436,0.8952099709495857
-0.7185346306547951,-0.41415560146383235,0.11363733634622276
0.20109060726036923,0.6536732309367087,0.9071730617268794
0.11980830664945447,0.9773921783378895,0.7994140209184152
0.8167426912432209,0.07931452005909229,0.8705026001253752
-0.24157478442140987,0.032442136334006645,0.802906859265868
-0.7060789472275515,-0.3444269445010929,0.9239515584189644
0.31676001373767054,-0.855526088676785,0.9095110786365908
0.50146782652529,-0.23230423658573474,0.18555456648566948
0.2249226411345588,0.3614352576634626,0.8599317290031157
-0.6047558095648466,-0.5459896157835771,0.9832924560718633
-0.31933151904221563,0.4501446047814912,0.9054129167817135
0.7827778661763957,-0.38267297775793085,0.8846592622022273
0.07590086566171893,0.1713677321348951,0.9107469368009947
0.7678685636533161,-0.5483187270639386,0.8930279399553736
-0.4043873471160723,-0.719314104724869,0.898241902155093
-0.33826383209687705,-0.14817108125946796,0.9340553151544659
0.5235025463451338,-0.00907449401487849,0.905965702386105
0.49975371000164975,-0.8193950937600442,0.8499704739519729
-0.24936082833089024,-0.14123828113796816,0.09437233298352905
-0.6452984464268705,-0.36421536247570646,0.8958345079531372
-0.8008923458757397,0.19337376757176922,0.8277992848502709
0.23104860078893283,-0.6098810787127231,0.12130930810517758
0.6759419189890421,0.5570564495335961,0.8350257883813308
-0.3075621756248837,-0.6442003120267447,0.9352921852694033
-0.1203328141625774,0.05804012548936293,0.11561230485031983
-0.05395531656623616,0.697035813423219,0.8563210881785694
-0.36915381975933903,0.8321012556196791,0.9274094086611173
0.5127874331166679,-0.171174798731223,0.9187992457388416
-0.8105962186048119,0.011856934666906595,0.1208040193522921
0.43262969226980275,-0.29574965807907827,0.9602684801440802
0.596407313396912,0.17436615726271365,0.8449277376362994
-0.3396529060805201,-0.8022206212170707,0.8467188594656064
0.6257594386518289,0.5418016424486516,0.8826788425859639
0.3221810197038868,-0.06474851255074869,0.8885800446692135
-0.29627017394764127,0.02796014043677076,0.21052300733921323
-0.6609890488290464,0.7139263793358172,0.8412790968038918
0.5371819165092053,0.6166904873076107,0.8814522718757526
-0.2865379703359684,0.7388017370258135,0.9175295011947705
0.8131875076539067,0.29919117182051047,0.894404663991796
-0.63570007370084,-0.14408968260664845,0.08357312667045022
0.472473122749216,-0.14951392850455103,0.11495816941338971
0.6582423548904714,0.18747968233157436,0.9415944255489895
0.20664258812575007,-0.7091755541317144,0.9021446295985316
0.7715294756568905,-0.40670194257905823,0.9619514318899616
-0.8297157825457048,0.0337103289129616,0.14835930142658618
-0.5178366882427871,-0.6352855933872315,0.07577030539159064
0.2420807760604999,0.717872234427891,0.9104278189301376
-0.6998440016410652,0.18176554535546072,0.8570666698771511
-0.2190599080019096,0.23263910778459174,0.8476619099811478
0.16648662639625716,-0.6909367585375017,0.8554741505890722
-0.25302974586096993,-0.8864928116549576,0.14544820681920306
0.741864460198185,-0.11492157899462034,0.8743673045870932
-0.21090935066963926,-0.2718937965737335,0.13813171679440348
-0.2744285430096727,0.30398748889825794,0.12445508136162119
0.6120578822254787,-0.10889394622910958,0.10293841780866207
0.522530894261961,-0.3845212364430272,0.11646357686101713
0.8560983717441886,0.07595080542148186,0.1515517070502367
0.990821365243526,-0.12053906575599138,0.10378664346343174
0.22377716169316053,-0.21179567367619798,0.06663922805516047
-0.9260620549252737,-0.3527278515764194,0.9221235529092848
0.851733920348603,-0.2627521035663858,0.21841413483829003
0.12304988548418898,-0.9067973841098368,0.1447719660046874
-0.045735375105423234,0.28629867831730776,0.8927279861430814
-0.42805044703773915,0.8624999272034497,0.85350317502565
-0.25740277436081543,-0.938849235065597,0.8685888833375327
-0.0018943959096598068,0.34236419453020417,0.8744228928178014
-0.008295508135440895,0.09695087115085901,0.867498148417712
-0.6129553952085716,0.6149073332245846,0.8245323342876145
-0.9224068718025927,-0.31513810553315713,0.17543096155947913
-0.24893092109214054,0.7099095362313357,0.24917543551818883
0.7697257629661438,-0.2735574298059167,0.1697519804626576
-0.06683799578977477,0.3648209202464485,0.8510651857228495
-0.6690315458658399,0.1646449940203141,0.7939786085996206
0.41029393494208877,0.22147260379719508,0.8599951804379361
0.5386287406938461,-0.35878161255093466,0.166579597310195
0.006110225867198221,-0.6915220303708828,0.8337326158171638
0.647514594824856,0.47009218873966035,0.8649755186133712
